revenue_id,video_id,date,ad_impressions,cpm_usd,revenue_earned_usd
1257,417,2024-02-08,42905,4.74,203.37
1258,417,2024-03-07,27165,11.43,310.5
1259,417,2024-01-20,6658,11.91,79.3
1260,418,2024-02-09,14034,9.05,127.01
1261,418,2024-01-07,46308,4.31,199.59
1262,418,2024-01-08,25685,10.73,275.6
1263,418,2024-03-12,31680,3.3,104.54
1264,418,2024-02-09,13073,9.95,130.08
1265,419,2024-03-18,47799,4.23,202.19
1266,419,2024-03-01,43261,7.63,330.08
1267,420,2024-03-09,21952,3.53,77.49
1268,420,2024-02-20,8898,8.87,78.93
1269,420,2024-01-07,13286,6.58,87.42
1270,421,2024-01-08,33839,9.04,305.9
1271,421,2024-03-16,16158,11.53,186.3
1272,421,2024-01-29,32832,2.92,95.87
1273,421,2024-02-07,7709,10.82,83.41
1274,422,2024-02-28,20959,5.39,112.97
1275,422,2024-02-19,20516,3.58,73.45
1276,422,2024-01-19,48069,10.64,511.45
1277,422,2024-01-26,2725,4.21,11.47
1278,422,2024-01-12,28941,9.69,280.44
1279,423,2024-03-11,45734,11.97,547.44
1280,423,2024-02-28,45971,11.11,510.74
1281,423,2024-03-21,11218,8.13,91.2
1282,423,2024-03-10,7781,8.63,67.15
1283,423,2024-02-25,41770,10.13,423.13
1284,424,2024-03-06,29665,7.26,215.37
1285,425,2024-01-11,49682,4.24,210.65
1286,426,2024-01-15,33981,8.24,280.0
1287,426,2024-01-15,29516,3.95,116.59
1288,426,2024-02-15,7027,4.13,29.02
1289,426,2024-02-14,2540,8.39,21.31
1290,426,2024-02-29,8894,8.23,73.2
1291,427,2024-03-08,9563,11.2,107.11
1292,427,2024-01-07,31976,5.74,183.54
1293,427,2024-02-13,30268,5.52,167.08
1294,428,2024-01-12,32743,11.27,369.01
1295,428,2024-03-01,31070,5.09,158.15
1296,428,2024-01-08,23097,9.95,229.82
1297,429,2024-02-26,35109,7.19,252.43
1298,429,2024-03-08,27513,10.74,295.49
1299,429,2024-03-07,24139,8.79,212.18
1300,429,2024-02-18,18777,9.8,184.01
1301,430,2024-03-04,4146,11.05,45.81
1302,430,2024-02-23,23572,2.64,62.23
1303,430,2024-03-22,44224,5.72,252.96
1304,430,2024-01-25,12501,3.66,45.75
1305,431,2024-01-24,29995,3.73,111.88
1306,431,2024-02-13,46195,5.31,245.3
1307,431,2024-03-02,29614,5.38,159.32
1308,431,2024-01-24,26496,9.34,247.47
1309,432,2024-01-08,26549,5.16,136.99
1310,433,2024-01-19,23297,9.97,232.27
1311,433,2024-01-15,31088,4.87,151.4
1312,434,2024-01-22,9779,6.36,62.19
1313,434,2024-01-10,34780,7.67,266.76
1314,434,2024-03-28,29782,10.11,301.1
1315,435,2024-03-31,24335,2.59,63.03
1316,436,2024-02-21,37021,4.21,155.86
1317,436,2024-01-17,10409,10.85,112.94
1318,436,2024-02-08,36460,3.43,125.06
1319,436,2024-01-06,30689,9.58,294.0
1320,436,2024-03-27,49962,9.71,485.13
1321,437,2024-01-11,34610,11.66,403.55
1322,437,2024-02-11,25999,7.74,201.23
1323,438,2024-03-11,9929,7.05,70.0
1324,438,2024-01-17,25417,4.79,121.75
1325,438,2024-02-05,3160,6.79,21.46
1326,438,2024-03-23,11980,2.82,33.78
1327,439,2024-01-23,22036,11.5,253.41
1328,439,2024-03-19,31462,2.91,91.55
1329,440,2024-02-14,23147,7.15,165.5
1330,440,2024-01-19,3800,8.28,31.46
1331,440,2024-01-01,13629,11.92,162.46
1332,440,2024-01-21,21439,9.79,209.89
1333,440,2024-02-19,32200,3.84,123.65
1334,441,2024-02-18,21541,8.14,175.34
1335,441,2024-01-27,39670,11.82,468.9
1336,441,2024-03-07,8709,3.99,34.75
1337,441,2024-03-06,9852,4.37,43.05
1338,442,2024-03-10,31660,3.71,117.46
1339,443,2024-03-26,44154,7.88,347.93
1340,444,2024-02-20,47794,8.37,400.04
1341,444,2024-03-02,4009,3.96,15.88
1342,445,2024-03-20,35866,5.51,197.62
1343,445,2024-03-06,35807,10.07,360.58
1344,445,2024-01-05,1387,7.06,9.79
1345,445,2024-03-31,36446,10.05,366.28
1346,445,2024-02-04,33068,7.62,251.98
1347,446,2024-01-03,20094,10.79,216.81
1348,446,2024-03-20,25627,3.35,85.85
1349,447,2024-02-22,19442,8.29,161.17
1350,448,2024-03-30,1589,7.38,11.73
1351,448,2024-01-20,29441,3.67,108.05
1352,448,2024-02-20,31129,5.72,178.06
1353,449,2024-02-03,46509,3.66,170.22
1354,449,2024-02-19,26236,3.23,84.74
1355,449,2024-02-10,24036,11.63,279.54
1356,450,2024-03-21,48187,3.95,190.34
1357,450,2024-02-03,29489,5.71,168.38
1358,451,2024-03-23,33560,11.51,386.28
1359,451,2024-02-18,38047,4.49,170.83
1360,451,2024-03-25,14813,2.86,42.37
1361,452,2024-02-05,19812,7.58,150.17
1362,452,2024-02-24,30203,3.7,111.75
1363,453,2024-02-08,41118,5.75,236.43
1364,453,2024-02-20,14217,7.89,112.17
1365,454,2024-01-24,38984,9.31,362.94
1366,454,2024-01-03,4579,7.56,34.62
1367,454,2024-01-21,24018,4.78,114.81
1368,454,2024-01-03,34373,3.29,113.09
1369,455,2024-03-08,26919,8.47,228.0
1370,455,2024-02-18,22223,3.81,84.67
1371,455,2024-03-21,3434,5.29,18.17
1372,455,2024-02-23,35154,6.01,211.28
1373,456,2024-03-06,16674,6.23,103.88
1374,456,2024-03-15,32948,10.88,358.47
1375,456,2024-02-19,33504,8.47,283.78
1376,457,2024-01-24,30803,3.33,102.57
1377,458,2024-01-25,21728,7.13,154.92
1378,459,2024-02-07,8699,7.41,64.46
1379,459,2024-03-09,35676,5.82,207.63
1380,459,2024-01-16,21444,4.0,85.78
1381,459,2024-01-17,47848,7.35,351.68
1382,460,2024-02-20,39048,4.23,165.17
1383,460,2024-02-01,43627,3.75,163.6
1384,460,2024-01-10,42389,10.48,444.24
1385,460,2024-01-01,38983,7.21,281.07
1386,460,2024-02-02,24296,8.83,214.53
1387,461,2024-03-23,49968,2.53,126.42
1388,461,2024-01-26,29055,5.21,151.38
1389,461,2024-03-28,34364,7.36,252.92
1390,461,2024-01-13,10965,9.59,105.15
1391,461,2024-03-31,1110,8.12,9.01
1392,462,2024-03-23,25569,6.77,173.1
1393,463,2024-01-08,43891,6.62,290.56
1394,463,2024-03-11,21013,5.69,119.56
1395,464,2024-01-10,41870,5.8,242.85
1396,464,2024-02-23,16036,10.42,167.1
1397,465,2024-02-26,20442,2.72,55.6
1398,465,2024-01-11,28509,7.48,213.25
1399,465,2024-03-14,30278,7.7,233.14
1400,465,2024-01-16,17784,4.65,82.7
1401,465,2024-02-13,27118,4.85,131.52
1402,466,2024-02-05,9036,4.91,44.37
1403,466,2024-03-25,10343,7.9,81.71
1404,467,2024-03-23,26494,4.25,112.6
1405,467,2024-02-13,10103,4.72,47.69
1406,467,2024-02-10,42017,10.89,457.57
1407,468,2024-02-22,45378,9.47,429.73
1408,468,2024-02-03,17047,4.34,73.98
1409,468,2024-03-14,37537,7.24,271.77
1410,469,2024-02-28,47861,9.56,457.55
1411,469,2024-03-01,46677,10.24,477.97
1412,470,2024-02-01,24816,8.67,215.15
1413,470,2024-03-14,14267,7.3,104.15
1414,470,2024-01-22,33470,6.21,207.85
1415,470,2024-02-07,44976,9.37,421.43
1416,470,2024-03-11,20250,11.5,232.88
1417,471,2024-01-08,47291,11.18,528.71
1418,471,2024-01-01,3532,9.81,34.65
1419,471,2024-02-12,21589,11.51,248.49
1420,471,2024-03-30,27275,4.37,119.19
1421,471,2024-01-06,29777,5.01,149.18
1422,472,2024-02-23,17792,7.6,135.22
1423,472,2024-01-07,30641,6.46,197.94
1424,473,2024-03-14,7042,3.26,22.96
1425,473,2024-01-26,21208,7.43,157.58
1426,473,2024-03-25,9741,11.49,111.92
1427,474,2024-02-20,25581,3.43,87.74
1428,474,2024-02-10,5824,6.36,37.04
1429,474,2024-01-31,10816,10.94,118.33
1430,475,2024-01-03,39739,8.21,326.26
1431,475,2024-01-17,27240,8.62,234.81
1432,475,2024-03-04,9838,10.35,101.82
1433,475,2024-01-26,11021,11.68,128.73
1434,475,2024-01-27,9348,2.81,26.27
1435,476,2024-01-01,40843,4.24,173.17
1436,477,2024-01-11,28170,4.92,138.6
1437,477,2024-01-09,7410,2.94,21.79
1438,477,2024-02-01,22910,9.95,227.95
1439,477,2024-01-30,37289,6.79,253.19
1440,477,2024-02-26,21886,2.98,65.22
1441,478,2024-01-15,43429,2.54,110.31
1442,478,2024-02-08,23693,5.23,123.91
1443,478,2024-03-19,26625,7.56,201.28
1444,479,2024-01-09,20398,9.15,186.64
1445,479,2024-03-12,9198,8.93,82.14
1446,479,2024-01-03,9936,4.81,47.79
1447,479,2024-03-24,46848,4.03,188.8
1448,480,2024-02-28,45123,6.81,307.29
1449,480,2024-01-22,30093,5.96,179.35
1450,480,2024-03-28,38345,10.4,398.79
1451,481,2024-01-12,46612,10.42,485.7
1452,481,2024-03-01,44727,3.77,168.62
1453,481,2024-02-18,12142,5.14,62.41
1454,481,2024-02-01,37593,3.2,120.3
1455,481,2024-03-17,22501,2.87,64.58
1456,482,2024-01-12,32673,7.88,257.46
1457,482,2024-02-21,7949,11.31,89.9
1458,482,2024-01-31,14614,11.33,165.58
1459,482,2024-01-27,25924,6.53,169.28
1460,482,2024-03-27,21199,8.91,188.88
1461,483,2024-01-04,20835,10.37,216.06
1462,483,2024-03-09,38547,2.59,99.84
1463,483,2024-01-01,15712,5.16,81.07
1464,484,2024-01-17,27693,6.2,171.7
1465,485,2024-02-18,30324,6.58,199.53
1466,485,2024-01-30,10222,9.68,98.95
1467,485,2024-02-23,31315,4.76,149.06
1468,486,2024-02-12,23223,7.18,166.74
1469,486,2024-01-22,30234,7.61,230.08
1470,487,2024-02-15,10503,8.26,86.75
1471,487,2024-03-07,19466,3.08,59.96
1472,487,2024-03-02,27662,8.01,221.57
1473,487,2024-03-27,21779,3.82,83.2
1474,488,2024-03-28,32996,3.56,117.47
1475,488,2024-02-02,49356,11.6,572.53
1476,488,2024-03-19,32177,4.07,130.96
1477,488,2024-02-17,21795,2.63,57.32
1478,489,2024-02-20,39234,7.05,276.6
1479,490,2024-01-16,41326,3.73,154.15
1480,490,2024-03-28,5060,8.11,41.04
1481,490,2024-03-27,36957,10.86,401.35
1482,491,2024-01-12,36998,6.85,253.44
1483,491,2024-01-03,1266,6.92,8.76
1484,491,2024-03-22,2257,5.46,12.32
1485,491,2024-02-24,46632,11.56,539.07
1486,492,2024-01-04,42682,7.29,311.15
1487,493,2024-02-01,43105,8.02,345.7
1488,493,2024-02-02,4642,11.74,54.5
1489,493,2024-02-02,5481,7.5,41.11
1490,493,2024-03-10,38261,5.17,197.81
1491,493,2024-01-16,29463,11.62,342.36
1492,494,2024-02-05,48743,11.31,551.28
1493,494,2024-03-07,9795,10.24,100.3
1494,494,2024-01-02,21639,10.91,236.08
1495,495,2024-02-01,48300,7.45,359.83
1496,495,2024-02-02,7334,8.79,64.47
1497,495,2024-02-22,13663,8.83,120.64
1498,495,2024-03-07,8631,6.47,55.84
1499,496,2024-02-24,6044,4.6,27.8
1500,496,2024-03-28,41903,7.22,302.54
1501,496,2024-01-08,2980,10.16,30.28
1502,496,2024-03-31,14743,6.62,97.6
1503,497,2024-02-01,30826,10.17,313.5
1504,497,2024-02-05,32658,4.65,151.86
1505,498,2024-02-18,9510,5.35,50.88
1506,498,2024-02-25,8442,6.24,52.68
1507,498,2024-01-30,36798,4.54,167.06
1508,499,2024-01-19,40024,3.64,145.69
1509,499,2024-03-18,44754,3.91,174.99
1510,499,2024-03-24,44928,4.55,204.42
1511,500,2024-01-08,8454,4.47,37.79
1512,500,2024-02-15,38029,9.1,346.06
1513,500,2024-02-14,2141,5.81,12.44
1514,500,2024-01-02,42757,8.43,360.44
